Category,pslist.nproc,pslist.nppid,pslist.avg_threads,pslist.nprocs64bit,pslist.avg_handlers,dlllist.ndlls,dlllist.avg_dlls_per_proc,handles.nhandles,handles.avg_handles_per_proc,ldrmodules.not_in_load,ldrmodules.not_in_init,ldrmodules.not_in_mem,ldrmodules.not_in_load_avg,ldrmodules.not_in_init_avg,ldrmodules.not_in_mem_avg,modules.nmodules,callbacks.ncallbacks,callbacks.nanonymous,callbacks.ngeneric,Class
Spyware-180solutions-00b3182e5da1141e8000292e974cac32ade84a40d556682df32b3448782961ca-9.raw,28,10,13.21428571,0,262.7142857,1270,45.35714286,7356,262.7142857,29,56,29,0.022342065,0.043143297,0.022342065,138,88,0,8,Malware
Spyware-180solutions-00bf51ee7fb6af6fb2532d62a3dc063eb8685bec9a6a45ab363d3f4afc668a4a-1.raw,42,16,10.76190476,0,209.2380952,1621,38.5952381,8788,209.2380952,51,92,51,0.030520646,0.055056852,0.030520646,138,87,0,8,Malware
Spyware-180solutions-00bf51ee7fb6af6fb2532d62a3dc063eb8685bec9a6a45ab363d3f4afc668a4a-10.raw,40,16,9.525,0,204.1,1504,37.6,8164,204.1,46,85,46,0.03030303,0.05599473,0.03030303,138,87,0,8,Malware
Spyware-180solutions-00bf51ee7fb6af6fb2532d62a3dc063eb8685bec9a6a45ab363d3f4afc668a4a-2.raw,42,16,10.11904762,0,206.4761905,1610,38.33333333,8672,206.4761905,51,92,51,0.030722892,0.055421687,0.030722892,138,87,0,8,Malware
Spyware-180solutions-00bf51ee7fb6af6fb2532d62a3dc063eb8685bec9a6a45ab363d3f4afc668a4a-3.raw,44,17,9.545454545,0,200.25,1673,38.02272727,8811,200.25,50,93,50,0.029036005,0.054006969,0.029036005,138,87,0,8,Malware
Spyware-180solutions-00bf51ee7fb6af6fb2532d62a3dc063eb8685bec9a6a45ab363d3f4afc668a4a-4.raw,43,17,9.325581395,0,198.627907,1615,37.55813953,8541,198.627907,49,91,49,0.029500301,0.054786273,0.029500301,138,87,0,8,Malware
Spyware-180solutions-00bf51ee7fb6af6fb2532d62a3dc063eb8685bec9a6a45ab363d3f4afc668a4a-5.raw,43,17,9.279069767,0,198.4186047,1615,37.55813953,8532,198.4186047,49,91,49,0.029589372,0.054951691,0.029589372,138,87,0,8,Malware
Spyware-180solutions-00bf51ee7fb6af6fb2532d62a3dc063eb8685bec9a6a45ab363d3f4afc668a4a-6.raw,42,16,9.333333333,0,200.047619,1580,37.61904762,8402,200.047619,48,90,48,0.029721362,0.055727554,0.029721362,138,87,0,8,Malware
Spyware-180solutions-00bf51ee7fb6af6fb2532d62a3dc063eb8685bec9a6a45ab363d3f4afc668a4a-7.raw,41,16,9.463414634,0,203.5609756,1549,37.7804878,8346,203.5609756,48,88,48,0.03051494,0.055944056,0.03051494,138,87,0,8,Malware
Spyware-180solutions-00bf51ee7fb6af6fb2532d62a3dc063eb8685bec9a6a45ab363d3f4afc668a4a-8.raw,41,16,9.585365854,0,203.8292683,1551,37.82926829,8357,203.8292683,48,88,48,0.030573248,0.056050955,0.030573248,138,87,0,8,Malware
Spyware-180solutions-00bf51ee7fb6af6fb2532d62a3dc063eb8685bec9a6a45ab363d3f4afc668a4a-9.raw,41,16,9.585365854,0,203.7804878,1551,37.82926829,8355,203.7804878,48,88,48,0.030612245,0.056122449,0.030612245,138,87,0,8,Malware
Spyware-180solutions-00c99d93961a43f6de1a1da795d47d002843ed567c2b0e99acd600cd8a7b6ec1-1.raw,39,15,11.43589744,0,220.6410256,1563,40.07692308,8605,220.6410256,47,85,47,0.02921069,0.052827843,0.02921069,138,86,0,8,Malware
Spyware-180solutions-00c99d93961a43f6de1a1da795d47d002843ed567c2b0e99acd600cd8a7b6ec1-10.raw,37,15,10.13513514,0,214.8108108,1446,39.08108108,7948,214.8108108,42,78,42,0.028846154,0.053571429,0.028846154,138,86,0,8,Malware
Spyware-180solutions-00c99d93961a43f6de1a1da795d47d002843ed567c2b0e99acd600cd8a7b6ec1-2.raw,39,15,10.74358974,0,217.5897436,1552,39.79487179,8486,217.5897436,47,85,47,0.029411765,0.053191489,0.029411765,138,86,0,8,Malware
Spyware-180solutions-00c99d93961a43f6de1a1da795d47d002843ed567c2b0e99acd600cd8a7b6ec1-3.raw,41,16,10.12195122,0,210.2439024,1615,39.3902439,8620,210.2439024,46,86,46,0.027710843,0.051807229,0.027710843,138,86,0,8,Malware
Spyware-180solutions-00c99d93961a43f6de1a1da795d47d002843ed567c2b0e99acd600cd8a7b6ec1-4.raw,40,16,9.875,0,208.725,1557,38.925,8349,208.725,45,84,45,0.028142589,0.052532833,0.028142589,138,86,0,8,Malware
Spyware-180solutions-00c99d93961a43f6de1a1da795d47d002843ed567c2b0e99acd600cd8a7b6ec1-5.raw,40,16,9.825,0,208.525,1557,38.925,8341,208.525,45,84,45,0.028230866,0.052697616,0.028230866,138,86,0,8,Malware
Spyware-180solutions-00c99d93961a43f6de1a1da795d47d002843ed567c2b0e99acd600cd8a7b6ec1-6.raw,39,15,9.974358974,0,210.4871795,1522,39.02564103,8209,210.4871795,44,82,44,0.028350515,0.052835052,0.028350515,138,86,0,8,Malware
Spyware-180solutions-00c99d93961a43f6de1a1da795d47d002843ed567c2b0e99acd600cd8a7b6ec1-7.raw,37,15,10.08108108,0,215.2702703,1446,39.08108108,7965,215.2702703,42,78,42,0.028688525,0.053278689,0.028688525,138,86,0,8,Malware
Spyware-180solutions-00c99d93961a43f6de1a1da795d47d002843ed567c2b0e99acd600cd8a7b6ec1-8.raw,37,15,10.16216216,0,215.2702703,1446,39.08108108,7965,215.2702703,42,78,42,0.028767123,0.053424658,0.028767123,138,86,0,8,Malware
Spyware-180solutions-00c99d93961a43f6de1a1da795d47d002843ed567c2b0e99acd600cd8a7b6ec1-9.raw,37,15,10.21621622,0,215.4594595,1446,39.08108108,7972,215.4594595,42,78,42,0.028826356,0.05353466,0.028826356,138,86,0,8,Malware
Spyware-180solutions-00e3d0bea57050c20394ff12199c4a34364dd5afed8c6215ca143a84f3a9d488-1.raw,39,15,11.46153846,0,220.8717949,1563,40.07692308,8614,220.8717949,47,85,47,0.02921069,0.052827843,0.02921069,138,87,0,8,Malware
Trojan-Emotet-001ef4cc95a83b911b3e98dde1d1a77fa020cf7f643bb8a7d9d702c6989b732a-1.raw,42,16,10.73809524,0,209.2142857,1621,38.5952381,8787,209.2142857,51,92,51,0.030520646,0.055056852,0.030520646,138,87,0,8,Malware
Trojan-Emotet-001ef4cc95a83b911b3e98dde1d1a77fa020cf7f643bb8a7d9d702c6989b732a-10.raw,40,16,9.525,0,204.175,1504,37.6,8167,204.175,47,86,47,0.030900723,0.056541749,0.030900723,138,87,0,8,Malware
Trojan-Emotet-001ef4cc95a83b911b3e98dde1d1a77fa020cf7f643bb8a7d9d702c6989b732a-2.raw,42,16,10.02380952,0,206.2619048,1610,38.33333333,8663,206.2619048,51,92,51,0.030722892,0.055421687,0.030722892,138,87,0,8,Malware
Trojan-Emotet-001ef4cc95a83b911b3e98dde1d1a77fa020cf7f643bb8a7d9d702c6989b732a-3.raw,44,17,9.590909091,0,200.7954545,1674,38.04545455,8835,200.7954545,51,94,51,0.029582367,0.054524362,0.029582367,138,87,0,8,Malware
Trojan-Emotet-001ef4cc95a83b911b3e98dde1d1a77fa020cf7f643bb8a7d9d702c6989b732a-4.raw,44,17,9.25,0,198.5,1665,37.84090909,8734,198.5,50,93,50,0.029205607,0.05432243,0.029205607,138,87,0,8,Malware
Trojan-Emotet-001ef4cc95a83b911b3e98dde1d1a77fa020cf7f643bb8a7d9d702c6989b732a-5.raw,43,17,9.279069767,0,198.627907,1616,37.58139535,8541,198.627907,50,92,50,0.030156815,0.05548854,0.030156815,138,87,0,8,Malware
Trojan-Emotet-001ef4cc95a83b911b3e98dde1d1a77fa020cf7f643bb8a7d9d702c6989b732a-6.raw,42,16,9.380952381,0,200.5,1581,37.64285714,8421,200.5,49,90,49,0.030284302,0.055624227,0.030284302,138,87,0,8,Malware
Trojan-Emotet-001ef4cc95a83b911b3e98dde1d1a77fa020cf7f643bb8a7d9d702c6989b732a-7.raw,41,16,9.414634146,0,203.3414634,1549,37.7804878,8337,203.3414634,49,89,49,0.031071655,0.056436271,0.031071655,138,87,0,8,Malware
Trojan-Emotet-001ef4cc95a83b911b3e98dde1d1a77fa020cf7f643bb8a7d9d702c6989b732a-8.raw,40,16,9.55,0,204.475,1504,37.6,8179,204.475,47,86,47,0.030819672,0.056393443,0.030819672,138,87,0,8,Malware
Trojan-Emotet-001ef4cc95a83b911b3e98dde1d1a77fa020cf7f643bb8a7d9d702c6989b732a-9.raw,40,16,9.575,0,204.55,1504,37.6,8182,204.55,47,86,47,0.03088042,0.056504599,0.03088042,138,87,0,8,Malware
Trojan-Emotet-00a440ca1cb9fb5c577610d6fbefa82a38dc36ce2a39f1aaede31a6f2c29fd7e-1.raw,42,16,10.76190476,0,208.5952381,1626,38.71428571,8761,208.5952381,48,89,48,0.028690974,0.053197848,0.028690974,138,87,0,8,Malware
Trojan-Emotet-00a440ca1cb9fb5c577610d6fbefa82a38dc36ce2a39f1aaede31a6f2c29fd7e-10.raw,38,15,9.552631579,0,200.1052632,1412,37.15789474,7606,211.2777778,43,78,43,0.030006978,0.054431263,0.030006978,138,87,0,8,Malware
Trojan-Emotet-00a440ca1cb9fb5c577610d6fbefa82a38dc36ce2a39f1aaede31a6f2c29fd7e-2.raw,43,16,9.976744186,0,204.4883721,1652,38.41860465,8793,204.4883721,56,98,56,0.032806093,0.057410662,0.032806093,138,87,0,8,Malware
Trojan-Emotet-00a440ca1cb9fb5c577610d6fbefa82a38dc36ce2a39f1aaede31a6f2c29fd7e-3.raw,44,17,9.522727273,0,198.3863636,1649,37.47727273,8731,207.8809524,47,88,47,0.02776137,0.051978736,0.02776137,138,87,0,8,Malware
Trojan-Emotet-00a440ca1cb9fb5c577610d6fbefa82a38dc36ce2a39f1aaede31a6f2c29fd7e-4.raw,43,17,9.302325581,0,196.6744186,1591,37,8459,206.3170732,46,86,46,0.028186275,0.052696078,0.028186275,138,87,0,8,Malware
Trojan-Emotet-00a440ca1cb9fb5c577610d6fbefa82a38dc36ce2a39f1aaede31a6f2c29fd7e-5.raw,43,17,9.255813953,0,196.3023256,1591,37,8443,205.9268293,46,86,46,0.028272895,0.052858021,0.028272895,138,87,0,8,Malware
Trojan-Emotet-00a440ca1cb9fb5c577610d6fbefa82a38dc36ce2a39f1aaede31a6f2c29fd7e-6.raw,42,16,9.30952381,0,197.7619048,1556,37.04761905,8308,207.7,45,84,45,0.028391167,0.052996845,0.028391167,138,87,0,8,Malware
Trojan-Emotet-00a440ca1cb9fb5c577610d6fbefa82a38dc36ce2a39f1aaede31a6f2c29fd7e-7.raw,41,16,9.146341463,0,196.5121951,1481,36.12195122,8060,212.1052632,43,80,43,0.028743316,0.053475936,0.028743316,138,87,0,8,Malware
Trojan-Emotet-00a440ca1cb9fb5c577610d6fbefa82a38dc36ce2a39f1aaede31a6f2c29fd7e-8.raw,40,16,9.375,0,201.275,1480,37,8053,211.9210526,43,80,43,0.028820375,0.053619303,0.028820375,138,87,0,8,Malware
Trojan-Emotet-00a440ca1cb9fb5c577610d6fbefa82a38dc36ce2a39f1aaede31a6f2c29fd7e-9.raw,40,16,9.5,0,201.325,1480,37,8055,211.9736842,43,80,43,0.02885906,0.053691275,0.02885906,138,87,0,8,Malware
Trojan-Emotet-00ceaf89c46779d61d1f3433a3d2ebbe625e38d37625b73a8235ef2beec4b733-1.raw,39,15,11.51282051,0,221.3846154,1569,40.23076923,8634,221.3846154,47,85,47,0.029102167,0.052631579,0.029102167,138,87,0,8,Malware
Trojan-Emotet-00ceaf89c46779d61d1f3433a3d2ebbe625e38d37625b73a8235ef2beec4b733-10.raw,37,15,10.08108108,0,215.0810811,1452,39.24324324,7958,215.0810811,43,79,43,0.029351536,0.053924915,0.029351536,138,87,0,8,Malware
Trojan-Emotet-00ceaf89c46779d61d1f3433a3d2ebbe625e38d37625b73a8235ef2beec4b733-2.raw,39,15,10.82051282,0,218.1794872,1558,39.94871795,8509,218.1794872,47,85,47,0.029301746,0.052992519,0.029301746,138,87,0,8,Malware
Trojan-Emotet-00ceaf89c46779d61d1f3433a3d2ebbe625e38d37625b73a8235ef2beec4b733-3.raw,41,16,10.29268293,0,211.5121951,1622,39.56097561,8672,211.5121951,47,87,47,0.028177458,0.052158273,0.028177458,138,87,0,8,Malware
Trojan-Emotet-00ceaf89c46779d61d1f3433a3d2ebbe625e38d37625b73a8235ef2beec4b733-4.raw,41,16,9.853658537,0,208.7073171,1613,39.34146341,8557,208.7073171,46,86,46,0.027777778,0.051932367,0.027777778,138,87,0,8,Malware
Trojan-Emotet-00ceaf89c46779d61d1f3433a3d2ebbe625e38d37625b73a8235ef2beec4b733-5.raw,40,16,9.9,0,208.975,1564,39.1,8359,208.975,46,85,46,0.028714107,0.053058677,0.028714107,138,87,0,8,Malware
Trojan-Emotet-00ceaf89c46779d61d1f3433a3d2ebbe625e38d37625b73a8235ef2beec4b733-6.raw,39,15,9.871794872,0,210.7948718,1524,39.07692308,8221,210.7948718,44,82,44,0.02833226,0.05280103,0.02833226,138,87,0,8,Malware
Trojan-Emotet-00ceaf89c46779d61d1f3433a3d2ebbe625e38d37625b73a8235ef2beec4b733-7.raw,38,15,9.868421053,0,209.9210526,1453,38.23684211,7978,215.6216216,43,79,43,0.029251701,0.053741497,0.029251701,138,87,0,8,Malware
Trojan-Emotet-00ceaf89c46779d61d1f3433a3d2ebbe625e38d37625b73a8235ef2beec4b733-8.raw,37,15,10.18918919,0,215.4864865,1452,39.24324324,7973,215.4864865,43,79,43,0.02931152,0.053851397,0.02931152,138,87,0,8,Malware
Trojan-Emotet-00ceaf89c46779d61d1f3433a3d2ebbe625e38d37625b73a8235ef2beec4b733-9.raw,37,15,10.16216216,0,215.2972973,1452,39.24324324,7966,215.2972973,43,79,43,0.029351536,0.053924915,0.029351536,138,87,0,8,Malware
Trojan-Emotet-00df66f48719954effcb3701910731b796b59bb4a7089383d969904a1b00209c-1.raw,42,16,10.83333333,0,208.8809524,1605,38.21428571,8773,208.8809524,49,90,49,0.029643073,0.054446461,0.029643073,138,87,0,8,Malware
Trojan-Emotet-00df66f48719954effcb3701910731b796b59bb4a7089383d969904a1b00209c-4.raw,41,16,10.09756098,0,210.1219512,1610,39.26829268,8615,210.1219512,47,87,47,0.028398792,0.052567976,0.028398792,138,87,0,8,Malware
Trojan-Emotet-00df66f48719954effcb3701910731b796b59bb4a7089383d969904a1b00209c-5.raw,40,16,9.875,0,209.675,1561,39.025,8387,209.675,47,86,47,0.029375,0.05375,0.029375,138,87,0,8,Malware
Trojan-Emotet-00df66f48719954effcb3701910731b796b59bb4a7089383d969904a1b00209c-7.raw,38,15,10.10526316,0,215.3947368,1496,39.36842105,8185,215.3947368,46,83,46,0.030263158,0.054605263,0.030263158,138,87,0,8,Malware
Trojan-Emotet-00df66f48719954effcb3701910731b796b59bb4a7089383d969904a1b00209c-8.raw,37,15,10.24324324,0,216.4324324,1449,39.16216216,8008,216.4324324,44,80,44,0.03003413,0.054607509,0.03003413,138,87,0,8,Malware
Trojan-Emotet-00df66f48719954effcb3701910731b796b59bb4a7089383d969904a1b00209c-9.raw,37,15,10.21621622,0,216.2702703,1449,39.16216216,8002,216.2702703,44,80,44,0.030095759,0.054719562,0.030095759,138,87,0,8,Malware
Trojan-Emotet-00e4236fd9c5f8ec7949ed00cc0385c93f7cd45017c526082ef38f870b22f17e-1.raw,42,16,10.76190476,0,209,1631,38.83333333,8778,209,48,89,48,0.028605483,0.053039333,0.028605483,138,86,0,8,Malware
Trojan-Emotet-00e4236fd9c5f8ec7949ed00cc0385c93f7cd45017c526082ef38f870b22f17e-10.raw,38,15,9.631578947,0,201.9473684,1446,38.05263158,7674,201.9473684,44,81,44,0.029931973,0.055102041,0.029931973,138,86,0,8,Malware
Trojan-Emotet-00e4236fd9c5f8ec7949ed00cc0385c93f7cd45017c526082ef38f870b22f17e-2.raw,44,17,9.818181818,0,201.4318182,1684,38.27272727,8863,201.4318182,49,92,49,0.028290993,0.053117783,0.028290993,138,86,0,8,Malware
Trojan-Emotet-00e4236fd9c5f8ec7949ed00cc0385c93f7cd45017c526082ef38f870b22f17e-3.raw,44,17,9.545454545,0,199.6136364,1675,38.06818182,8783,199.6136364,47,90,47,0.027325581,0.052325581,0.027325581,138,86,0,8,Malware
Trojan-Emotet-00e4236fd9c5f8ec7949ed00cc0385c93f7cd45017c526082ef38f870b22f17e-4.raw,44,17,9.227272727,0,197.8636364,1674,38.04545455,8706,197.8636364,47,92,49,0.027389277,0.053613054,0.028554779,138,86,0,8,Malware
Trojan-Emotet-00e4236fd9c5f8ec7949ed00cc0385c93f7cd45017c526082ef38f870b22f17e-5.raw,43,17,9.162790698,0,195.0930233,1589,36.95348837,8390,199.7619048,46,87,46,0.028360049,0.053637485,0.028360049,138,86,0,8,Malware
Trojan-Emotet-00e4236fd9c5f8ec7949ed00cc0385c93f7cd45017c526082ef38f870b22f17e-6.raw,41,16,9.43902439,0,201.2682927,1552,37.85365854,8252,201.2682927,46,86,46,0.029187817,0.054568528,0.029187817,138,86,0,8,Malware
Trojan-Emotet-00e4236fd9c5f8ec7949ed00cc0385c93f7cd45017c526082ef38f870b22f17e-7.raw,40,16,9.575,0,203.8,1514,37.85,8152,203.8,44,83,44,0.028720627,0.054177546,0.028720627,138,86,0,8,Malware
Trojan-Emotet-00e4236fd9c5f8ec7949ed00cc0385c93f7cd45017c526082ef38f870b22f17e-8.raw,40,16,9.55,0,203.475,1514,37.85,8139,203.475,44,83,44,0.028795812,0.054319372,0.028795812,138,86,0,8,Malware
Trojan-Emotet-00e4236fd9c5f8ec7949ed00cc0385c93f7cd45017c526082ef38f870b22f17e-9.raw,40,16,9.45,0,202.85,1514,37.85,8114,202.85,44,83,44,0.028795812,0.054319372,0.028795812,138,86,0,8,Malware
Trojan-Emotet-01ac78d9e1cdc1e65c4a95074a64e2779af7f96b7dc3962451d9b321bc827a0d-1.raw,42,16,10.66666667,0,208.8809524,1631,38.83333333,8773,208.8809524,48,89,48,0.028605483,0.053039333,0.028605483,138,87,0,8,Malware
Trojan-Emotet-01ac78d9e1cdc1e65c4a95074a64e2779af7f96b7dc3962451d9b321bc827a0d-10.raw,40,16,9.5,0,203.275,1514,37.85,8131,203.275,44,83,44,0.028833552,0.054390564,0.028833552,138,87,0,8,Malware
Trojan-Emotet-01ac78d9e1cdc1e65c4a95074a64e2779af7f96b7dc3962451d9b321bc827a0d-2.raw,42,16,10.11904762,0,206.6904762,1631,38.83333333,8681,206.6904762,48,89,48,0.028605483,0.053039333,0.028605483,138,87,0,8,Malware
Trojan-Emotet-01ac78d9e1cdc1e65c4a95074a64e2779af7f96b7dc3962451d9b321bc827a0d-3.raw,44,17,10.5,0,203.8863636,1684,38.27272727,8971,203.8863636,48,91,48,0.027729636,0.052570768,0.027729636,138,87,0,8,Malware
Trojan-Emotet-01ac78d9e1cdc1e65c4a95074a64e2779af7f96b7dc3962451d9b321bc827a0d-4.raw,44,17,9.25,0,198.0909091,1675,38.06818182,8716,198.0909091,47,90,47,0.027341478,0.052356021,0.027341478,138,87,0,8,Malware
